video_file,target_type,target_state,target_position,frame_time_sec,confidence,bbox_center_x,bbox_center_y,frame_number
SHOT0004.MP4,red,entire,middle-center,11.59,0.477,1183,634,463
SHOT0004.MP4,red,entire,middle-center,11.61,0.37,1185,637,464
SHOT0004.MP4,red,entire,middle-center,11.64,0.583,1187,640,465
SHOT0004.MP4,red,entire,middle-center,11.66,0.689,1187,644,466
SHOT0004.MP4,red,entire,middle-center,11.69,0.706,1187,649,467
SHOT0004.MP4,red,entire,middle-center,11.71,0.653,1186,655,468
SHOT0004.MP4,red,entire,middle-center,11.76,0.637,1177,714,470
SHOT0004.MP4,red,entire,middle-center,11.79,0.579,1163,784,471
SHOT0004.MP4,red,entire,middle-center,11.81,0.382,1156,830,472
SHOT0004.MP4,red,entire,middle-center,11.86,0.413,1164,885,474
SHOT0004.MP4,red,entire,middle-center,11.89,0.467,1165,890,475
SHOT0004.MP4,red,entire,middle-center,11.91,0.479,1167,882,476
SHOT0004.MP4,red,entire,middle-center,11.96,0.567,1162,847,478
SHOT0004.MP4,red,entire,middle-center,11.99,0.451,1150,826,479
SHOT0004.MP4,red,entire,middle-center,12.01,0.559,1138,806,480
SHOT0004.MP4,red,entire,middle-center,12.04,0.583,1125,788,481
SHOT0004.MP4,red,entire,middle-center,12.06,0.361,1111,770,482
SHOT0004.MP4,red,entire,middle-center,12.09,0.574,1098,752,483
SHOT0004.MP4,red,entire,middle-center,12.14,0.511,1079,720,485
SHOT0004.MP4,red,entire,middle-center,12.19,0.489,1065,691,487
SHOT0004.MP4,red,entire,middle-center,12.21,0.519,1064,678,488
SHOT0004.MP4,red,entire,middle-center,12.24,0.433,1064,665,489
SHOT0004.MP4,red,entire,middle-center,12.26,0.606,1065,652,490
SHOT0004.MP4,red,entire,middle-center,12.29,0.413,1070,640,491
SHOT0004.MP4,red,entire,middle-center,12.31,0.505,1076,630,492
SHOT0004.MP4,red,entire,middle-center,12.36,0.428,1087,607,494
SHOT0004.MP4,red,entire,middle-center,12.39,0.595,1095,594,495
SHOT0004.MP4,red,entire,middle-center,12.41,0.662,1099,584,496
SHOT0004.MP4,red,entire,middle-center,12.44,0.48,1108,574,497
SHOT0004.MP4,red,entire,middle-center,12.46,0.373,1114,565,498
SHOT0004.MP4,red,entire,middle-center,12.49,0.598,1120,556,499
SHOT0004.MP4,red,entire,middle-center,12.51,0.652,1127,549,500
SHOT0004.MP4,red,entire,middle-center,12.56,0.497,1139,532,502
SHOT0004.MP4,red,entire,middle-center,12.59,0.398,1146,525,503
SHOT0004.MP4,red,entire,middle-center,12.61,0.403,1150,520,504
SHOT0004.MP4,red,entire,middle-center,12.64,0.457,1159,514,505
SHOT0004.MP4,red,entire,middle-center,12.71,0.301,1179,497,508
SHOT0004.MP4,red,entire,middle-center,12.74,0.396,1186,492,509
SHOT0004.MP4,red,entire,top-center,12.76,0.475,1193,486,510
SHOT0004.MP4,red,entire,top-center,12.79,0.402,1201,480,511
SHOT0004.MP4,red,entire,top-center,12.86,0.463,1222,459,514
SHOT0004.MP4,red,entire,top-center,12.89,0.466,1228,452,515
SHOT0004.MP4,red,entire,top-center,12.96,0.459,1257,425,518
SHOT0005.MP4,dark,entire,middle-right,0.0,0.432,2071,609,0
SHOT0005.MP4,dark,entire,middle-right,0.03,0.356,2068,612,1
SHOT0005.MP4,dark,entire,middle-right,0.05,0.333,2067,616,2
SHOT0005.MP4,dark,entire,middle-right,0.08,0.437,2060,623,3
SHOT0005.MP4,dark,entire,middle-right,0.1,0.442,2054,628,4
SHOT0005.MP4,dark,entire,middle-right,0.13,0.401,2047,630,5
SHOT0005.MP4,dark,entire,middle-right,0.15,0.366,2038,635,6
SHOT0005.MP4,dark,entire,middle-right,0.2,0.396,2024,640,8
SHOT0005.MP4,dark,entire,middle-right,0.23,0.373,2014,641,9
SHOT0005.MP4,dark,entire,middle-right,0.25,0.378,2005,643,10
SHOT0005.MP4,dark,entire,middle-right,0.3,0.471,1986,644,12
SHOT0005.MP4,dark,entire,middle-right,0.33,0.522,1975,644,13
SHOT0005.MP4,dark,entire,middle-right,0.35,0.313,1968,641,14
SHOT0005.MP4,dark,entire,middle-right,0.38,0.395,1955,640,15
SHOT0005.MP4,dark,entire,middle-right,0.4,0.343,1941,641,16
SHOT0005.MP4,dark,entire,middle-right,0.5,0.334,1894,627,20
SHOT0005.MP4,dark,entire,middle-right,0.53,0.318,1881,626,21
SHOT0005.MP4,dark,entire,middle-right,0.58,0.332,1854,617,23
SHOT0005.MP4,dark,entire,middle-right,0.63,0.335,1823,609,25
SHOT0005.MP4,dark,entire,middle-right,0.73,0.351,1761,594,29
SHOT0005.MP4,dark,entire,middle-center,0.75,0.393,1744,591,30
SHOT0005.MP4,dark,entire,middle-center,0.78,0.407,1728,588,31
SHOT0005.MP4,dark,entire,middle-center,0.8,0.417,1712,584,32
SHOT0005.MP4,dark,entire,middle-center,0.83,0.344,1698,577,33
SHOT0005.MP4,dark,entire,middle-center,0.85,0.336,1680,577,34
SHOT0005.MP4,dark,entire,middle-center,1.03,0.401,1578,561,41
SHOT0005.MP4,dark,entire,middle-center,1.05,0.433,1566,560,42
SHOT0005.MP4,dark,entire,middle-center,1.08,0.324,1551,559,43
SHOT0005.MP4,dark,entire,middle-center,1.1,0.381,1540,560,44
SHOT0005.MP4,dark,entire,middle-center,1.15,0.365,1512,560,46
SHOT0005.MP4,dark,entire,middle-center,1.18,0.496,1500,560,47
SHOT0005.MP4,dark,entire,middle-center,1.2,0.395,1487,559,48
SHOT0005.MP4,dark,entire,middle-center,1.25,0.416,1467,562,50
SHOT0005.MP4,dark,entire,middle-center,1.28,0.309,1455,563,51
SHOT0005.MP4,dark,entire,middle-center,1.33,0.416,1434,569,53
SHOT0005.MP4,dark,entire,middle-center,1.4,0.477,1401,575,56
SHOT0005.MP4,dark,entire,middle-center,1.43,0.688,1389,581,57
SHOT0005.MP4,dark,entire,middle-center,1.45,0.444,1378,587,58
SHOT0005.MP4,dark,entire,middle-center,1.48,0.618,1371,589,59
SHOT0005.MP4,dark,entire,middle-center,1.5,0.527,1361,591,60
SHOT0005.MP4,dark,entire,middle-center,1.53,0.494,1352,593,61
SHOT0005.MP4,dark,entire,middle-center,1.55,0.344,1343,594,62
SHOT0005.MP4,dark,entire,middle-center,1.58,0.482,1334,597,63
SHOT0005.MP4,dark,entire,middle-center,1.6,0.496,1327,598,64
SHOT0005.MP4,dark,entire,middle-center,1.63,0.46,1317,602,65
SHOT0005.MP4,dark,entire,middle-center,1.65,0.323,1312,603,66
SHOT0005.MP4,dark,entire,middle-center,1.68,0.512,1304,605,67
SHOT0005.MP4,dark,entire,middle-center,1.7,0.39,1297,604,68
SHOT0005.MP4,dark,entire,middle-center,1.73,0.339,1288,604,69
SHOT0005.MP4,dark,entire,middle-center,1.8,0.385,1273,605,72
SHOT0005.MP4,dark,entire,middle-center,1.83,0.365,1267,605,73
SHOT0005.MP4,dark,entire,middle-center,1.85,0.316,1259,604,74
SHOT0005.MP4,dark,entire,middle-center,1.88,0.428,1254,606,75
SHOT0005.MP4,dark,entire,middle-center,1.93,0.347,1243,605,77
SHOT0005.MP4,dark,entire,middle-center,1.95,0.477,1237,606,78
SHOT0005.MP4,dark,entire,middle-center,1.98,0.416,1232,605,79
SHOT0005.MP4,dark,entire,middle-center,2.0,0.48,1224,606,80
SHOT0005.MP4,dark,entire,middle-center,2.03,0.44,1218,607,81
SHOT0005.MP4,dark,entire,middle-center,2.08,0.397,1206,606,83
SHOT0005.MP4,dark,entire,middle-center,2.1,0.455,1201,606,84
SHOT0005.MP4,dark,entire,middle-center,2.13,0.434,1193,606,85
SHOT0005.MP4,dark,entire,middle-center,2.15,0.35,1187,607,86
SHOT0005.MP4,dark,entire,middle-center,2.2,0.32,1180,605,88
SHOT0005.MP4,dark,entire,middle-center,2.23,0.488,1174,605,89
SHOT0005.MP4,dark,entire,middle-center,2.25,0.487,1169,605,90
SHOT0005.MP4,dark,entire,middle-center,2.28,0.36,1165,603,91
SHOT0005.MP4,dark,entire,middle-center,2.3,0.41,1159,603,92
SHOT0005.MP4,dark,entire,middle-center,2.33,0.373,1153,605,93
SHOT0005.MP4,dark,entire,middle-center,2.38,0.319,1146,602,95
SHOT0005.MP4,dark,entire,middle-center,2.4,0.406,1140,601,96
SHOT0005.MP4,dark,entire,middle-center,2.43,0.356,1135,601,97
SHOT0005.MP4,dark,entire,middle-center,2.45,0.384,1127,599,98
SHOT0005.MP4,dark,entire,middle-center,2.48,0.366,1121,599,99
SHOT0005.MP4,dark,entire,middle-center,2.5,0.323,1118,598,100
SHOT0005.MP4,dark,entire,middle-center,2.53,0.314,1114,596,101
SHOT0005.MP4,dark,entire,middle-center,2.55,0.429,1109,594,102
SHOT0005.MP4,dark,entire,middle-center,2.58,0.453,1106,593,103
SHOT0005.MP4,dark,entire,middle-center,2.6,0.415,1098,591,104
SHOT0005.MP4,dark,entire,middle-center,2.63,0.442,1092,591,105
SHOT0005.MP4,dark,entire,middle-center,2.65,0.432,1088,591,106
SHOT0005.MP4,dark,entire,middle-center,2.7,0.309,1080,594,108
SHOT0005.MP4,red,broken,middle-center,3.2,0.325,1033,768,128
SHOT0005.MP4,red,broken,middle-center,3.3,0.362,1058,739,132
SHOT0005.MP4,red,broken,middle-center,3.68,0.385,1415,544,147
SHOT0005.MP4,red,entire,top-left,6.28,0.377,65,71,251
SHOT0005.MP4,red,entire,top-left,6.31,0.412,98,64,252
SHOT0005.MP4,red,entire,top-left,6.33,0.408,130,58,253
SHOT0005.MP4,red,entire,top-left,6.36,0.488,165,51,254
SHOT0005.MP4,red,entire,top-left,6.38,0.364,198,44,255
SHOT0005.MP4,red,entire,top-left,6.41,0.488,232,37,256
SHOT0005.MP4,red,entire,top-left,6.43,0.477,263,29,257
SHOT0005.MP4,red,entire,top-left,6.46,0.384,295,23,258
SHOT0005.MP4,red,entire,top-left,6.48,0.33,327,18,259
SHOT0005.MP4,red,entire,top-left,6.53,0.443,389,9,261
SHOT0005.MP4,red,entire,top-left,6.56,0.431,418,8,262
SHOT0005.MP4,red,entire,top-center,7.01,0.582,902,7,280
SHOT0005.MP4,red,entire,top-center,7.03,0.46,926,14,281
SHOT0005.MP4,red,entire,top-center,7.06,0.409,951,21,282
SHOT0005.MP4,red,entire,top-center,7.08,0.629,978,30,283
SHOT0005.MP4,red,entire,top-center,7.11,0.5,1004,45,284
SHOT0005.MP4,red,entire,top-center,7.13,0.701,1029,59,285
SHOT0005.MP4,red,entire,top-center,7.16,0.594,1052,72,286
SHOT0005.MP4,red,entire,top-center,7.18,0.555,1077,87,287
SHOT0005.MP4,red,entire,top-center,7.21,0.505,1099,104,288
SHOT0005.MP4,red,entire,top-center,7.23,0.448,1124,121,289
SHOT0005.MP4,red,entire,top-center,7.28,0.33,1169,159,291
SHOT0005.MP4,red,entire,top-center,7.31,0.319,1193,178,292
SHOT0005.MP4,red,entire,top-center,7.33,0.468,1216,196,293
SHOT0005.MP4,red,entire,top-center,7.36,0.567,1239,216,294
SHOT0005.MP4,red,entire,top-center,7.38,0.635,1259,234,295
SHOT0005.MP4,red,entire,top-center,7.41,0.505,1278,254,296
SHOT0005.MP4,red,entire,top-center,7.43,0.586,1301,273,297
SHOT0005.MP4,red,entire,top-center,7.46,0.674,1317,292,298
SHOT0005.MP4,red,entire,top-center,7.48,0.618,1339,310,299
SHOT0005.MP4,red,entire,top-center,7.51,0.699,1355,327,300
SHOT0005.MP4,red,entire,top-center,7.53,0.705,1372,345,301
SHOT0005.MP4,red,entire,top-center,7.56,0.72,1387,363,302
SHOT0005.MP4,red,entire,top-center,7.58,0.753,1402,380,303
SHOT0005.MP4,red,entire,top-center,7.61,0.713,1415,397,304
SHOT0005.MP4,red,entire,top-center,7.63,0.752,1430,413,305
SHOT0005.MP4,red,entire,top-center,7.66,0.565,1442,431,306
SHOT0005.MP4,red,entire,top-center,7.68,0.78,1454,447,307
SHOT0005.MP4,red,entire,top-center,7.71,0.702,1464,460,308
SHOT0005.MP4,red,entire,top-center,7.73,0.656,1472,476,309
SHOT0005.MP4,red,entire,middle-center,7.76,0.674,1477,493,310
SHOT0005.MP4,red,entire,middle-center,7.78,0.534,1483,506,311
SHOT0005.MP4,red,entire,middle-center,7.81,0.783,1490,518,312
SHOT0005.MP4,red,entire,middle-center,7.83,0.719,1493,531,313
SHOT0005.MP4,red,entire,middle-center,7.86,0.763,1498,542,314
SHOT0005.MP4,red,entire,middle-center,7.88,0.708,1499,554,315
SHOT0005.MP4,red,entire,middle-center,7.91,0.668,1502,562,316
SHOT0005.MP4,red,entire,middle-center,7.93,0.514,1504,571,317
SHOT0005.MP4,red,entire,middle-center,7.96,0.738,1504,577,318
SHOT0005.MP4,red,entire,middle-center,7.98,0.688,1505,585,319
SHOT0005.MP4,red,entire,middle-center,8.01,0.632,1507,589,320
SHOT0005.MP4,red,entire,middle-center,8.03,0.6,1507,594,321
SHOT0005.MP4,red,entire,middle-center,8.06,0.613,1506,598,322
SHOT0005.MP4,red,entire,middle-center,8.08,0.581,1505,601,323
SHOT0005.MP4,red,entire,middle-center,8.11,0.556,1504,602,324
SHOT0005.MP4,red,entire,middle-center,8.13,0.56,1503,602,325
SHOT0005.MP4,red,entire,middle-center,8.16,0.595,1501,602,326
SHOT0005.MP4,red,entire,middle-center,8.18,0.607,1498,602,327
SHOT0005.MP4,red,entire,middle-center,8.21,0.598,1494,601,328
SHOT0005.MP4,red,entire,middle-center,8.23,0.609,1490,601,329
SHOT0005.MP4,red,entire,middle-center,8.26,0.642,1485,601,330
SHOT0005.MP4,red,entire,middle-center,8.28,0.613,1478,600,331
SHOT0005.MP4,red,entire,middle-center,8.31,0.555,1473,599,332
SHOT0005.MP4,red,entire,middle-center,8.33,0.666,1469,597,333
SHOT0005.MP4,red,entire,middle-center,8.36,0.696,1461,596,334
SHOT0005.MP4,red,entire,middle-center,8.38,0.737,1454,594,335
SHOT0005.MP4,red,entire,middle-center,8.41,0.739,1446,593,336
SHOT0005.MP4,red,entire,middle-center,8.43,0.65,1441,591,337
SHOT0005.MP4,red,entire,middle-center,8.46,0.734,1433,589,338
SHOT0005.MP4,red,entire,middle-center,8.48,0.76,1425,588,339
SHOT0005.MP4,red,entire,middle-center,8.51,0.758,1417,587,340
SHOT0005.MP4,red,entire,middle-center,8.53,0.579,1409,586,341
SHOT0005.MP4,red,entire,middle-center,8.56,0.733,1403,585,342
SHOT0005.MP4,red,entire,middle-center,8.58,0.743,1395,584,343
SHOT0005.MP4,red,entire,middle-center,8.61,0.764,1391,584,344
SHOT0005.MP4,red,entire,middle-center,8.63,0.752,1382,585,345
SHOT0005.MP4,red,entire,middle-center,8.66,0.601,1377,583,346
SHOT0005.MP4,red,entire,middle-center,8.68,0.752,1371,584,347
SHOT0005.MP4,red,entire,middle-center,8.71,0.777,1365,584,348
SHOT0005.MP4,red,entire,middle-center,8.73,0.782,1360,584,349
SHOT0005.MP4,red,entire,middle-center,8.76,0.782,1355,584,350
SHOT0005.MP4,red,entire,middle-center,8.78,0.723,1348,586,351
SHOT0005.MP4,red,entire,middle-center,8.81,0.582,1343,586,352
SHOT0005.MP4,red,entire,middle-center,8.83,0.695,1338,587,353
SHOT0005.MP4,red,entire,middle-center,8.86,0.707,1331,589,354
SHOT0005.MP4,red,entire,middle-center,8.88,0.733,1326,592,355
SHOT0005.MP4,red,entire,middle-center,8.91,0.704,1320,595,356
SHOT0005.MP4,red,entire,middle-center,8.93,0.589,1313,598,357
SHOT0005.MP4,red,entire,middle-center,8.96,0.619,1307,600,358
SHOT0005.MP4,red,entire,middle-center,8.98,0.566,1300,602,359
SHOT0005.MP4,red,entire,middle-center,9.01,0.648,1295,605,360
SHOT0005.MP4,red,entire,middle-center,9.03,0.767,1289,607,361
SHOT0005.MP4,red,entire,middle-center,9.06,0.702,1281,609,362
SHOT0005.MP4,red,entire,middle-center,9.08,0.727,1276,611,363
SHOT0005.MP4,red,entire,middle-center,9.11,0.775,1271,614,364
SHOT0005.MP4,red,entire,middle-center,9.13,0.722,1264,618,365
SHOT0005.MP4,red,entire,middle-center,9.16,0.721,1261,620,366
SHOT0005.MP4,red,entire,middle-center,9.18,0.717,1256,623,367
SHOT0005.MP4,red,entire,middle-center,9.21,0.686,1251,627,368
SHOT0005.MP4,red,entire,middle-center,9.23,0.559,1246,630,369
SHOT0005.MP4,red,entire,middle-center,9.26,0.625,1242,632,370
SHOT0005.MP4,red,entire,middle-center,9.28,0.578,1238,634,371
SHOT0005.MP4,red,entire,middle-center,9.31,0.562,1236,637,372
SHOT0005.MP4,red,entire,middle-center,9.33,0.738,1232,639,373
SHOT0005.MP4,red,entire,middle-center,9.36,0.759,1231,641,374
SHOT0005.MP4,red,entire,middle-center,9.38,0.779,1228,643,375
SHOT0005.MP4,red,entire,middle-center,9.41,0.789,1225,647,376
SHOT0005.MP4,red,entire,middle-center,9.43,0.767,1222,650,377
SHOT0005.MP4,red,entire,middle-center,9.46,0.709,1218,651,378
SHOT0005.MP4,red,entire,middle-center,9.48,0.633,1216,653,379
SHOT0005.MP4,red,entire,middle-center,9.51,0.576,1214,655,380
SHOT0005.MP4,red,entire,middle-center,9.53,0.583,1211,655,381
SHOT0005.MP4,red,entire,middle-center,9.56,0.669,1208,657,382
SHOT0005.MP4,red,entire,middle-center,9.58,0.686,1207,658,383
SHOT0005.MP4,red,entire,middle-center,9.61,0.701,1205,658,384
SHOT0005.MP4,red,entire,middle-center,9.63,0.71,1204,657,385
SHOT0005.MP4,red,entire,middle-center,9.66,0.711,1204,657,386
SHOT0005.MP4,red,entire,middle-center,9.68,0.717,1203,656,387
SHOT0005.MP4,red,entire,middle-center,9.71,0.715,1203,655,388
SHOT0005.MP4,red,entire,middle-center,9.73,0.722,1201,654,389
SHOT0005.MP4,red,entire,middle-center,9.76,0.723,1200,653,390
SHOT0005.MP4,red,entire,middle-center,9.78,0.72,1200,653,391
SHOT0005.MP4,red,entire,middle-center,9.81,0.729,1200,652,392
SHOT0005.MP4,red,entire,middle-center,9.83,0.737,1199,651,393
SHOT0005.MP4,red,entire,middle-center,9.86,0.745,1199,650,394
SHOT0005.MP4,red,entire,middle-center,9.88,0.755,1200,650,395
SHOT0005.MP4,red,entire,middle-center,9.91,0.774,1201,647,396
SHOT0005.MP4,red,entire,middle-center,9.93,0.783,1202,645,397
SHOT0005.MP4,red,entire,middle-center,9.96,0.777,1203,643,398
SHOT0005.MP4,red,entire,middle-center,9.98,0.776,1205,643,399
SHOT0005.MP4,red,entire,middle-center,10.01,0.756,1207,643,400
SHOT0005.MP4,red,entire,middle-center,10.04,0.726,1208,642,401
SHOT0005.MP4,red,entire,middle-center,10.06,0.691,1209,641,402
SHOT0005.MP4,red,entire,middle-center,10.09,0.65,1210,641,403
SHOT0005.MP4,red,entire,middle-center,10.11,0.592,1211,641,404
SHOT0005.MP4,red,entire,middle-center,10.14,0.56,1212,640,405
SHOT0005.MP4,red,entire,middle-center,10.16,0.498,1212,640,406
SHOT0005.MP4,red,entire,middle-center,10.19,0.419,1213,639,407
SHOT0005.MP4,red,entire,middle-center,10.21,0.34,1213,638,408
SHOT0005.MP4,red,entire,middle-center,10.24,0.371,1215,637,409
SHOT0005.MP4,red,entire,middle-center,10.26,0.442,1215,636,410
SHOT0005.MP4,red,entire,middle-center,10.29,0.512,1216,634,411
SHOT0005.MP4,red,entire,middle-center,10.31,0.573,1217,633,412
SHOT0005.MP4,red,entire,middle-center,10.34,0.587,1218,633,413
SHOT0005.MP4,red,entire,middle-center,10.36,0.629,1220,631,414
SHOT0005.MP4,red,entire,middle-center,10.39,0.655,1220,630,415
SHOT0005.MP4,red,entire,middle-center,10.41,0.662,1219,628,416
SHOT0005.MP4,red,entire,middle-center,10.44,0.671,1220,627,417
SHOT0005.MP4,red,entire,middle-center,10.46,0.67,1220,625,418
SHOT0005.MP4,red,entire,middle-center,10.49,0.685,1220,624,419
SHOT0005.MP4,red,entire,middle-center,10.51,0.664,1218,621,420
SHOT0005.MP4,red,entire,middle-center,10.54,0.644,1217,620,421
SHOT0005.MP4,red,entire,middle-center,10.56,0.643,1217,619,422
SHOT0005.MP4,red,entire,middle-center,10.59,0.674,1217,617,423
SHOT0005.MP4,red,entire,middle-center,10.61,0.692,1217,613,424
SHOT0005.MP4,red,entire,middle-center,10.64,0.665,1217,610,425
SHOT0005.MP4,red,entire,middle-center,10.66,0.672,1218,608,426
SHOT0005.MP4,red,entire,middle-center,10.69,0.531,1218,605,427
SHOT0005.MP4,red,entire,middle-center,10.71,0.45,1217,603,428
SHOT0005.MP4,red,entire,middle-center,10.74,0.563,1215,600,429
SHOT0005.MP4,red,entire,middle-center,10.76,0.576,1215,597,430
SHOT0005.MP4,red,entire,middle-center,10.79,0.603,1215,595,431
SHOT0005.MP4,red,entire,middle-center,10.81,0.606,1216,593,432
SHOT0005.MP4,red,entire,middle-center,10.84,0.612,1215,591,433
SHOT0005.MP4,red,entire,middle-center,10.86,0.559,1214,587,434
SHOT0005.MP4,red,entire,middle-center,10.89,0.518,1214,586,435
SHOT0005.MP4,red,entire,middle-center,10.91,0.496,1213,583,436
SHOT0005.MP4,red,entire,middle-center,10.94,0.497,1212,581,437
SHOT0005.MP4,red,entire,middle-center,10.96,0.504,1212,578,438
SHOT0005.MP4,red,entire,middle-center,10.99,0.466,1212,576,439
SHOT0005.MP4,red,entire,middle-center,11.01,0.459,1212,575,440
SHOT0005.MP4,red,entire,middle-center,11.04,0.436,1212,574,441
SHOT0005.MP4,red,entire,middle-center,11.06,0.356,1212,573,442
SHOT0005.MP4,red,entire,middle-center,11.09,0.323,1211,572,443
SHOT0005.MP4,red,entire,middle-center,11.11,0.38,1209,570,444
SHOT0005.MP4,red,entire,middle-center,11.14,0.392,1209,570,445
SHOT0005.MP4,red,entire,middle-center,11.16,0.437,1208,570,446
SHOT0005.MP4,red,entire,middle-center,11.19,0.466,1206,570,447
SHOT0005.MP4,red,entire,middle-center,11.21,0.462,1206,570,448
SHOT0005.MP4,red,entire,middle-center,11.24,0.436,1206,570,449
SHOT0005.MP4,red,entire,middle-center,11.26,0.385,1205,571,450
SHOT0005.MP4,red,entire,middle-center,11.29,0.408,1205,572,451
SHOT0005.MP4,red,entire,middle-center,11.31,0.451,1205,572,452
SHOT0005.MP4,red,entire,middle-center,11.34,0.572,1205,573,453
SHOT0005.MP4,red,entire,middle-center,11.36,0.645,1204,574,454
SHOT0005.MP4,red,entire,middle-center,11.39,0.663,1202,575,455
SHOT0005.MP4,red,entire,middle-center,11.41,0.686,1200,577,456
SHOT0005.MP4,red,entire,middle-center,11.44,0.704,1197,581,457
SHOT0005.MP4,red,entire,middle-center,11.46,0.705,1195,584,458
SHOT0005.MP4,red,entire,middle-center,11.49,0.695,1192,587,459
SHOT0005.MP4,red,entire,middle-center,11.51,0.68,1190,590,460
SHOT0005.MP4,red,entire,middle-center,11.54,0.598,1183,594,461
SHOT0005.MP4,red,entire,middle-center,11.56,0.425,1180,598,462
SHOT0005.MP4,red,entire,middle-center,11.59,0.613,1174,606,463
SHOT0005.MP4,red,entire,middle-center,11.64,0.477,1149,657,465
SHOT0005.MP4,red,entire,middle-center,11.66,0.426,1128,732,466
SHOT0005.MP4,red,entire,middle-center,11.69,0.409,1115,786,467
SHOT0005.MP4,red,entire,middle-center,11.71,0.38,1114,824,468
SHOT0005.MP4,red,entire,middle-center,11.74,0.371,1113,845,469
SHOT0005.MP4,red,entire,middle-center,11.76,0.41,1111,847,470
SHOT0005.MP4,red,entire,middle-center,11.79,0.333,1106,835,471
SHOT0005.MP4,red,entire,middle-center,11.81,0.4,1092,818,472
SHOT0005.MP4,red,entire,middle-center,11.84,0.387,1072,804,473
SHOT0005.MP4,red,entire,middle-center,11.86,0.355,1049,788,474
SHOT0005.MP4,red,entire,middle-center,11.89,0.421,1025,772,475
SHOT0005.MP4,red,entire,middle-center,11.91,0.522,1000,752,476
SHOT0005.MP4,red,entire,middle-center,11.96,0.588,961,713,478
SHOT0005.MP4,red,entire,middle-center,11.99,0.394,944,694,479
SHOT0005.MP4,red,entire,middle-center,12.01,0.526,926,673,480
SHOT0005.MP4,red,broken,middle-center,12.11,0.397,913,598,484
SHOT0005.MP4,dark,broken,middle-center,12.14,0.41,916,575,485
SHOT0005.MP4,dark,broken,middle-center,12.16,0.433,917,559,486
SHOT0005.MP4,dark,broken,middle-center,12.19,0.506,941,537,487
SHOT0006.MP4,red,entire,middle-center,0.0,0.729,1459,624,0
SHOT0006.MP4,red,entire,middle-center,0.03,0.729,1457,628,1
SHOT0006.MP4,red,entire,middle-center,0.05,0.684,1456,631,2
SHOT0006.MP4,red,entire,middle-center,0.08,0.656,1453,633,3
SHOT0006.MP4,red,entire,middle-center,0.1,0.607,1450,635,4
SHOT0006.MP4,red,entire,middle-center,0.13,0.523,1447,637,5
SHOT0006.MP4,red,entire,middle-center,0.15,0.568,1444,639,6
SHOT0006.MP4,red,entire,middle-center,0.18,0.613,1441,639,7
SHOT0006.MP4,red,entire,middle-center,0.2,0.736,1439,640,8
SHOT0006.MP4,red,entire,middle-center,0.23,0.781,1435,642,9
SHOT0006.MP4,red,entire,middle-center,0.25,0.786,1431,644,10
SHOT0006.MP4,red,entire,middle-center,0.28,0.783,1427,646,11
SHOT0006.MP4,red,entire,middle-center,0.3,0.782,1424,648,12
SHOT0006.MP4,red,entire,middle-center,0.33,0.769,1421,649,13
SHOT0006.MP4,red,entire,middle-center,0.35,0.78,1418,650,14
SHOT0006.MP4,red,entire,middle-center,0.38,0.733,1414,650,15
SHOT0006.MP4,red,entire,middle-center,0.4,0.676,1411,651,16
SHOT0006.MP4,red,entire,middle-center,0.43,0.596,1409,652,17
SHOT0006.MP4,red,entire,middle-center,0.45,0.592,1407,652,18
SHOT0006.MP4,red,entire,middle-center,0.48,0.668,1404,653,19
SHOT0006.MP4,red,entire,middle-center,0.5,0.673,1401,654,20
SHOT0006.MP4,red,entire,middle-center,0.53,0.686,1396,656,21
SHOT0006.MP4,red,entire,middle-center,0.55,0.724,1392,656,22
SHOT0006.MP4,red,entire,middle-center,0.58,0.726,1389,657,23
SHOT0006.MP4,red,entire,middle-center,0.6,0.692,1386,658,24
SHOT0006.MP4,red,entire,middle-center,0.63,0.676,1382,658,25
SHOT0006.MP4,red,entire,middle-center,0.65,0.598,1378,657,26
SHOT0006.MP4,red,entire,middle-center,0.68,0.662,1374,656,27
SHOT0006.MP4,red,entire,middle-center,0.7,0.747,1371,655,28
SHOT0006.MP4,red,entire,middle-center,0.73,0.771,1367,654,29
SHOT0006.MP4,red,entire,middle-center,0.75,0.782,1362,653,30
SHOT0006.MP4,red,entire,middle-center,0.78,0.79,1358,653,31
SHOT0006.MP4,red,entire,middle-center,0.8,0.802,1355,652,32
SHOT0006.MP4,red,entire,middle-center,0.83,0.774,1350,651,33
SHOT0006.MP4,red,entire,middle-center,0.85,0.658,1345,651,34
SHOT0006.MP4,red,entire,middle-center,0.88,0.672,1341,649,35
SHOT0006.MP4,red,entire,middle-center,0.9,0.762,1338,649,36
SHOT0006.MP4,red,entire,middle-center,0.93,0.794,1333,648,37
SHOT0006.MP4,red,entire,middle-center,0.95,0.804,1328,647,38
SHOT0006.MP4,red,entire,middle-center,0.98,0.8,1325,647,39
SHOT0006.MP4,red,entire,middle-center,1.0,0.792,1319,646,40
SHOT0006.MP4,red,entire,middle-center,1.03,0.706,1314,644,41
SHOT0006.MP4,red,entire,middle-center,1.05,0.61,1310,642,42
SHOT0006.MP4,red,entire,middle-center,1.08,0.703,1307,641,43
SHOT0006.MP4,red,entire,middle-center,1.1,0.699,1305,640,44
SHOT0006.MP4,red,entire,middle-center,1.13,0.681,1301,640,45
SHOT0006.MP4,red,entire,middle-center,1.15,0.519,1297,639,46
